Region,Sq. Km
KAPKURES,25
CHEPKURNGUNG,6.4
KAPSAMOCH,6.4
KESENGEI,12.2
KEMELOI,26.4
CHEBARA,13.3
KOIBARAK,13.1
KIBWARENG,31.5
BOI,6.4
KIBWARENG,7.9
SAMITUI,17.1
MARABA,72.4
CHEPSIRIA,9.4
KAPTUMEK,33.7
KONGORO,10
MOGOIYWO,4.9
TIRIKWO,14.4
MUGEN,40.1
CHEBUKUNDI,9.6
KAMIMEI,11.7
KAPKEMICH,4.9
MUGEN,9.7
TIBINGOT,4.2
NDURIO,26.9
KESOGON,14.5
NDURIO,8.9
SARMA,3.4
TERIK,9.2
KAPSENGERE,9.2
KAPTUMO,101.1
KABOI,30.3
KABOI,7.1
KAMARICH,7.7
KAPSOO,8.8
MUGUNDOI,6.8
KAPSAOS,19.2
KABOROGIN,4.1
KABUSON,4.1
KAPSAOS,6.8
TORETMOI,4.2
KAPTUMO,38.6
CHEPKONGONY,13.4
IBANJA,9.7
KEBURO,8.3
MOSOMBOR,7.3
KOYO,13
KAPSOIYO,4.7
KOYO,8.3
NANDI SOUTH FOREST,61.9
NANDI SOUTH FOREST,61.9
NANDI SOUTH FOREST,61.9
TINDERET,557.1
TINDERET,485.2
CHEMAMUL,21.2
CHEBANGANG,4.8
CHEMAMUL,10.8
KIPYAOR,5.6
CHEMASE,67.1
CHEMURSOI,6.6
KAPKUONG,16.2
KIBIGONG,24.7
KIBISEM,19.7
CHEMELIL,73.5
CHEMELIL,24.8
CHEPSANGOR,7.5
KIMWANI,24.6
TAMBUL,16.6
CHEPKEMEL,11.7
CHEPKEMEL,4.9
KABIKWEN,4.3
KIPSIWO,2.5
CHEPSIRE,18.4
BARASENDU,9
CHEPSIRE,9.4
KABIRER,26
CHERONDO,8.4
KABIRER,10.6
KIBUKWO,7
KABOLEBO,14.6
KABOLEBO,7.4
KAPLELACH,7.2
KABUTIEI,10.5
KABUTIEI,4.2
MATAMBACH,6.3
KAMELIL,17.8
KAMELIL,7.1
KAPSOEN,5.2
NGATIPKONG,5.5
KAMELILO,25.9
GOTNELEL,8.2
SENETWO,8.6
TEBESON,9.1
KAPKITONY,16.8
CHEPTONON,9.8
MOMBWO,7
KAPSIMOTWA,26.9
CHEMATICH,7.2
KAPSIMOTWA,10.3
KIBWARENG,4.6
MATEMA,4.7
METETEI,12.5
METEITEI,5.7
SETEK,6.8
SOBA,32.1
KAMILET,6.9
KAPKITANY,5.5
SIGORIA,8.9
SOBA RIVER,10.7
SONGHOR,85.6
CHEPKOIYO,5.7
KIPTEGAT,16.2
SOKOSIK,6.9
SONGHOR,21.7
TAUNET,31.1
TEMSO,4.1
TACHASIS,7.4
KAPLAMAIYWO,4.2
TACHASIS,3.3
TINDERET,17.3
KIMATKEI,3.9
MBOGO VALLEY,8
TINDERET,5.4
TINDERET FOREST,71.9
TINDERET FOREST,71.9
TINDERET FOREST,71.9
BARINGO,"10,984.60"
BARINGO CENTRAL,786.5
KABARNET,218
EWALEL,52.5
MOROP,22.4
RIWO,9.8
SERETUNIN,20.4
KABARNET MOSOP,36.1
KAPROGONYA,11.6
KEWAMOI,3.2
SEGUTON,10.5
KAPCHEREBET / TURKWO,10.9
KITURO,20.5
KAPTOROKWO,5.9
KIPKAECH,9.6
KITURO,5
NGETMOI,18.5
CHEBUNYUR,6
KAPKIAI,3
TIRIONY,9.5
ORWOKO,41.8
KAPCHEPTERIT,29.3
MOLOI,12.6
TALAI,25.7
KAPTUMO,7.3
MOIGUTWO,5.3
SOGON,13.1
KAPROPITA,22.8
CHEBANO,4.4
KAPSOO/BOROWONIN,11.4
KINYO,7
SACHO,173.1
CHEPKERO,41.3
KIBEI,8.2
KOIBARAK,22.9
OCHII,10.3
KABASIS,32.7
KABASIS,5
KAPTIRIONY,20.5
TIMBOIYWO,7.1
KIBONJOS,29
KAPTICH,5.2
SIRWET,13.5
SOSION,10.4
SACHO MOSOP,23.9
KABARAK,6.5
KAPLEL,11.4
KESETAN,6
SACHO SOI,46.3
KAPKELELWA,17.2
KATUNOI,18.6
SAIMET,10.5
SALAWA,163.2
KABARNET SOI,38.2
KIMOSO,18.3
SALAWA,19.9
KAPROPITA SOI,41.1
KURUMBOPSOO,28.4
SAKASAK,12.6
KIBOINO,33
KIBOINO,21.3
SIRONOI,11.7
LELMEN,51
KAPYEMIT,22.9
LELMEN,28.1
TENGES,232.2
BEKIBON,105.3
BEKIBON,58.5
TINOMOI,46.8
EMOM,45.1
CHEPLAMBUS,28.8
SOROK,16.3
KISONEI,27.1
EITUI,11
KISONEI,16.1
TENGES,14.8
TENGES,14.8
TULUONGOI,39.8
TEBEI,23.2
TULUONGOI,16.6
BARINGO NORTH,"1,629.30"
BARTABWA,436
KABOSKEI,71.1
ATIAR,34.8
TERIK,36.3
KINYACH,172.2
BARTABWA,21
KALABATA,109.7
KINYACH,41.4
NGORORA,192.7
KAPTURO,47.5
KESUMET,75.7
TULUK,69.5
BARWESSA,498.7
KABOSKEI KERIO,188.9
AYATIA,29.7
KUIKUI,105.8
MAREGUT,53.4
KABUTIEI,102
KABITEL,39.1
KAPLUK,36.3
MUCHUKWO,26.5
LAWAN,207.8
BARWESSA,36.2
KAPTILOMWO,48.1
KONOO,68.7
KETURWO,54.7
KABARTONJO,167.9
KATIORIN,36.3
KAPKIRWOK,19.4
LELIAN,11.2
SUMEIYON,5.6
KELYO,36.4
KAPKIAMO,14.9
KASAKA,14.6
MOSOP,6.9
OSSEN,59.4
KAIMOGUL,13.8
KAPTUM,13.4
TILOI,10.4
TIRIONDONIN,21.9
SAIMO,35.9
KAPCHEPKOR,9.9
KAPKOMBE,4.4
KAPTERE,6.5
KASISIT,7
TIRIMIONIN,8.1
KIPSARAMAN,38.7
KAPTEBEREWO,16.7
BARTOLIMO,9.6
ISSAS,7.2
KIPKATA,22
KAPKOIWO,14.4
TUNOCHUN,7.6
SAIMO SOI,487.9
BARTUM,190.2
AKORIAN,102.2
KIPCHERERE,36
KOROTO,20.9
TAIMON,31
SIBILO,213.5
LORUK,112.1
RONDININ,35.6
SIBILO,65.9
YATIA,84.2
BARKETIEW,73.8
KIBIRYOKWONIN,10.4
EAST POKOT,"2,500.40"
AKORET,228.7
KAPAU,156.7
KAMURIO,75.4
KAPEDO NORTH,81.3
AKORET,72
AKORET,30.7
KULAL,41.3
KOLOWA,703.7
BARPELLO,133.3
BARPELLO,79.5
CHEPTURU,53.8
CHEPKERERAT,103.9
CHEPKERERAT,64.1
KAKAPUL,39.8
KIPNAI,98.4
KIPNAI,98.4
KOLOWA,105.6
KAISAKAT,52.2
KOLOWA,53.4
LOIWAT,262.4
CHEPELION,83.1
LOIWAT,54.1
LOMUKE,65.1
TILINGWO,60.1
NGINYANG,709.1
CHEMOLINGOT,134.3
CHEMOLINGOT,112.4
NGINYANG WEST,21.8
KOSITEI,200.1
KOSITEI,129.2
SERETION,70.9
RIBKWO,374.8
CHEPANDA,35.5
CHESAKAM,97.6
KAPEDO WEST,128
MARON,113.6
NGORON,858.9
LOKIS,290.8
LOKIS,156.4
NGAINA,134.4
NGORON,170.5
MIRKISSI,100.4
NGORON,70
TIRIOKO,397.6
ANGORITIANG,251.3
KAPUNYANY,146.3
KOIBATEK,938.6
ELDAMA RAVINE,259.6
KABIYET,30.2
BENONIN,13.3
KABIYET,16.9
KIPTUNO,16.6
LELACHTICH,7.3
TULWOB LEMBUS,9.4
KOISAMO,9.8
KEWANGOI,9.8
LEMBUS CENTRAL,52.6
PORORARAMA,52.6
LEMBUS CHEMORGONG,8.8
SIGORO,8.8
MAJI MAZURI,37.5
MAJI MAZURI,25.8
MAKUTANO,11.7
PERKERRA,53.3
PERKERRA,14.3
TONIOK,20.9
TUIYOTICH,18.1
RAVINE,7.4
RAVINE,7.4
SAOS/KIBIAS,43.4
CHERAIK,9.2
SAOS,13.1
TOLMO,21.1
ESAGERI,143.7
KABIMOI,36.3
KABIMOI,11.1
ORONGAI,10.4
SAGAT,14.8
KIPLOMBE,60.2
KAPLELACH,18.4
KIPLOMBE,12.2
ORINIE,29.7
SABATIA,47.2
KIPKABER,13.1
KIROBON,8.6
LEBOLOS,15.1
SOLIAN,10.3
MUMBERES,92.1
LEMBUS MOSOP,18.2
TINET,18.2
MUMBERES,43.3
EQUATOR,25
MUMBERES,18.3
SEGUTON,18.8
BOITO,10.4
CHEMESWON,8.4
TIMBOROA,11.8
NYAKIO,11.8
TORONGO,42.5
TORONGO,23.1
MWACHON,10.6
TORONGO,12.6
TUGUMOI,19.4
TIRIPKATOI,7.7
TUGUMOI,11.7
ESAGARI FOREST,400.7
ESAGARI FOREST,400.7
ESAGARI FOREST,400.7
MARIGAT,"1,405.10"
MARIGAT,730.1
EWALEL SOI,66
KABUSA,39.8
KOITILION,26.2
ILCHAMUS,45.9
ELDUME,26.3
KAILER,19.7
ILNGARUA,15.7
ILNGARUA,3.9
LONGEWAN,11.8
KAPKUIKUI,54.3
KAPKUIKUI,31.6
KAPTOMBES,22.7
KIMALEL,165.9
KIMALEL,44.2
SABOR,78.7
KORIEMA,43
KIMONDIS,47.1
KETEMWA,21.4
KIBINGOR,25.7
LOBOI,52.9
CHELABA,40.3
MAJI NDEGE,12.6
MARIGAT,122.5
ENDAO,39.7
PERKERRA,15.8
YATOI,67.1
NGAMBO,43.7
NGAMBO,25.8
SINTAAN,17.9
SALABANI,47.2
MEISORI,25.7
SALABANI,21.5
SANDAI,69
MBECHOT,39.5
SANDAI,29.5
MOCHONGOI,434.9
ARABAL,138.6
ARABAL,133.1
NGELECHA,5.5
CHEBINYINY,150
CHEBINYINY,98.3
KASIELA,51.7
KIMORIOT,49.3
KAMAILEL,49.3
MOCHONGOI,97
KAPKECHIR,37.2
KAPNAROK,33.4
MOCHONGOI,26.4
MUKUTANI,240.1
KISERIAN,81.6
KISERIAN,33.4
LOGUMGUM,48.2
RUGUS,38.8
RUGUS,38.8
MUKUTANI,119.7
MUKUTANI,119.7
MOGOTIO,"1,375.30"
EMINING,375.5
EMINING,90.5
EMINING,45.5
KABOGOR,23.3
OTERIT,21.7
KIMOSE,80.6
CHEMOINOI,45.3
KIMOSE,35.3
KOIBOS - SOI,144
KAPLELWO,57.4
RADAD,86.5
KOITEBES,26.3
KOITEBES,26.3
ROSOGA,34.2
ROSOGA,34.2
KIMNGOROM,87.5
CHEBEREN,60.8
CHEBEREN,60.8
KIMNGOROM,26.7
KAPTERIT,10.7
KIMNGOROM,16
KISANANA,221.6
OLKOKWE,31.4
KABERGEI,10.9
OLKOKWE,7.9
TINOSIEK,12.6
KABUSWO,22
KABUSWO,6.7
KIRIBOT,15.3
KAPNOSGEI,21.6
KAMASAI,13.2
KAPNOSGEI,8.4
KISANANA,31.9
KISANANA,12.3
KOISARAM,19.7
NGENDALEL,29.7
KIPNYUNGUNY,11.5
NGENDALEL,18.2
OLDEBES,34.8
CHOMIEK,10.8
OLDEBES,24
SINENDE,50.2
CHEBIREBEI,16.6
NYALILBUCH,17.3
WASEGES,16.2
MOGOTIO,564.1
KAMAR,51.9
KAMAR,32.6
MOLOS,19.3
KAPKECHUI,47.5
KIBOMUI,28.1
MUGUYUNI,19.4
KOIBOS,146.6
KOITUIMET,83.8
MAJI MOTO,62.8
LEMBUS KIPTOIM,47.8
KIPTOIM,13
NDANAI,12.2
OLBAT,9.9
SAGASAGIK,12.7
LEMBUS MOGOTIO,98.8
CHEMOGOCH,26.1
KIPSOGON,55.6
MOGOTIO,17.1
MOLO SIRWE,79.2
CHEPYUAN,43.5
MOLO SIRWE,35.7
NGUBERETI,32.1
LEGETETWET,11.1
NGUBERETI,21
SIMOTWE,60.1
MUGURIN,60.1
SIRWA,56.1
SIRWA,56.1
KABURGEI,12.7
KAPKEIN,13.9
SIRWA,8.2
SORE,21.3
LAKE BOGORIA,70.6
LAKE BOGORIA,70.6
LAKE BOGORIA,70.6
TIATY EAST,"2,163.00"
CHURO,331
AMAYA,51.1
AMAYA,51.1
CHURO,66.9
CHEPELOW,38.8
CHURO,28.2
KAPTUYA,122.5
KAPTUYA,69.7
TEBELEKWO,52.7
KACHILITWA,90.5
KACHILITWA,32
PUTERO,58.5
MONDI,966.9
LORUK,163.4
CHEMURO,72.2
LORUK KONGASIS,25.6
TUWO,65.7
LOYAMOROK,89.7
KOKORE,52.8
NGINYANG EAST,36.9
NAUDO,176.2
AKWICHATIS,23.5
LOSIKIRIAMOI,152.7
PAKA,243.4
CHEMORIL,108.5
PAKA,134.8
SILALE,294.3
KAPEDO EAST,158.5
NAKOKO,135.7
TANGULBEI,865.1
KOMOLION,65.6
KOMOLION,65.6
KOROSSI,169.9
KECHII,52.7
KOROSSI,60.2
NAKORETE,57.1
MAKUTANO,193.2
CHEMOIGUT,193.2
ORUS,233.9
KOKWOTOTO,137.3
MAKANY,23.2
ORUS,73.4
TANGULBEI,202.4
KADOKOI,79.3
TANGULBEI,123.1
LAKE BARINGO,186.4
LAKE BARINGO,186.4
LAKE BARINGO,186.4
LAKE BARINGO,186.4
LAIKIPIA,"9,507.60"
LAIKIPIA CENTRAL,"1,232.60"
LAMURIA,668.6
BAHATI,42.4
BAHATI,12.6
FURAHA,18.5
REHEMA,11.2
LAMURIA,526
LAMURIA,339.7
MWIREMIA,186.4
MAZINGIRA,39.6
BARAKA,28.6
MATHINGIRA,1.1
TETU,10
SIRIMA,60.5
KARUNGU,18.8
MUHONIA,27.5
MUTARO,14.2
MUNYAKA,396.9
MWITURIA,223
WAMURA,72.5
WITHARE,150.5
NGOBIT,59.4
KARIGU-INI,37.7
RUAI,21.7
NYAMBOGICHI,93.8
NYAMBOGICHI,30.1
SHALOM CANAAN,53.3
SUGUROI,10.3
WIYUMIRIRIE,20.8
WIYUMIRIRIE,9
NYAKIO,11.8
SWEET WATERS,51
MARURA,39.6
MARURA,39.6
RUAI,11.5
KILIMO,11.5
TIGITHI,116.1
TIGITHI,116.1
MATANYA,116.1
LAIKIPIA EAST,"1,539.00"
CENTRAL,764.2
MPALA,125.1
RUGUTU,125.1
NANYUKI,82
MAJENGO,15.5
THINGITHU,66.5
NTURUKUMA,23.4
LIKII,3.7
NTURUKUMA,19.7
SEGERA,533.7
NGARE NGIRO,69.7
SEGERA,464
DAIGA,774.8
ETHI,455.2
CHUMVI,250
ETHI,149.1
NGENIA,56.2
MURAMATI,172.8
KIMUGANDURA,66.1
MUKIMA,34.1
NAIBOR,72.6
UMANDE,146.7
KALALU,21.3
NYARIGINU,21.7
UMANDE,103.7
LAIKIPIA NORTH,"2,550.50"
KIRIMON,"1,610.70"
ILDIGIRI,221.9
TURA,221.9
ILMOTIOK,529.2
ILMOTIOK,92.3
IMPALA,436.9
OLOIBORSOIT,859.6
EWASO,77
KIRIMON,782.5
MUKOGODO,939.7
ILNGWESI,154
NGARENDARE,85.9
SANGA,68.1
ILPOLEI,190
ILPOLEI,190
MAKURIAN,94
ARJIJO,40.9
MAKURIAN,53.1
MUKOGODO,165.8
KURI KURI,165.8
MUMONYOT,147
MUMONYOT,52.1
SEEK,94.9
SIEKU,188.9
SIEKU,188.9
LAIKIPIA WEST,"3,372.20"
MUHOTETU,230.4
KARABA,64.9
KABAGE,40.7
KARABA,24.2
MELWA,106.5
MELWA,29
MURICHU,77.5
MUHOTETU,59
CHUNGUTI,19.5
MUHOTETU,39.5
OLMORAN,"1,164.70"
KIRIMA,112.2
NDONYO-LOIP,53.2
GITHIMA,59
LONYEK,431.4
KARIWO,77.6
LONYEK,353.8
MAGADI,45.7
MAGADI,45.7
OLMORAN,575.4
KAHUHO,64.6
OLMORAN,510.8
RUMURUTI,"1,889.50"
LORIEN,113.8
KAPKURES,25.4
LORIEN,88.4
MUTARA,331.1
KIAMARIGA,31.5
MUTARA,299.6
NDURUMO,90.1
KAGAA,16.9
NDURUMO,73.3
RUMURUTI,90.6
MUTAMAIYU,31.9
RUMURUTI,58.6
SOSIAN,804.2
MAUNDU MERI,274.8
SOSIAN,529.4
THOME,459.7
MATHIRA,221.4
THOME,238.2
SIPILI,87.7
SIPILI,48
DIMCOM,20
KAHARATI,28
WANGWACHI,39.6
KABATI,16
KIRIKO,23.6
NYAHURURU,813.4
GITUAMBA,140.2
GITUAMBA,42.4
KARANDI,26.8
KIAMBOGO,15.7
KIAMBOGO,65
SIRIA (GATIRIMA),33.3
THIGIO,31.7
MUTHENGERA,32.8
KUNDARILLA,17.2
MUTHENGERA,15.6
MARMANET,244.6
GATERO,19
KAITI,8.5
MUNANDA,10.5
MARMANET,21.3
BONDENI,12
OLJABET,9.3
SALAMA,140.7
MURUKU,41
PESI,69.4
SALAMA,30.2
SIRON,63.6
KWANJIKU,9
SIRON,54.7
NGARUA,149.5
KINAMBA,42.2
KINAMBA,16.2
NDINDIKA,25.9
MATWIKU,53.1
MUTITU,20.5
MWENJE,32.6
MITHIGA,54.2
MITHIGA,33.4
NJORUA,20.8
NYAHURURU,279.1
IGWAMITI,67.8
LOSOGWA,29.7
SHAMANEI,38.2
MAHIANYU,29.7
KIANDEGE,11.9
MAHIANYU,17.8
MAINA,7.6
MAINA,1.4
NDURURUMO,6.1
MUTITU,161.2
NGORU,60.4
UASO NAROK,41
KIMORIOT,59.8
NYAHURURU,12.8
MANGUO,8.4
NDUNYU,4.4
NAKURU,"7,504.90"
GILGIL,"1,075.40"
ELEMENTAITA,366
KIAMBOGO,43.6
GITUAMBA,15.1
KIAMBOGO,28.5
KIPTANGWANYI,49.6
ELEMENTAITA,30.6
KIPTANGWANYI,19
KOILEL,81.3
KOILEL,20
OLE POLOS,31.3
OLE SIRWA,30
MITIMINGI,34.8
MITIMINGI,24.4
NDIBAI,10.4
OLJORAI,71.2
KAPKURES,42.6
KONGASIS,11.2
MOROP,17.5
TANGI TANO,85.4
NJERU,72.4
TANGI TANO,13
GILGIL,543.3
EBURRU,206.2
EBURRU,206.2
GILGIL,180.9
GILGIL,61.7
KIKOPEY,119.3
MBARUK,156.1
KASAMBARA,117.1
MBARUK,39.1
KARUNGA,166.1
GITARE,47.7
GITARE,47.7
KARUNGA,118.4
KARUNGA,43.5
LANGALANGA,74.9
KURESOI NORTH,618.1
KAMARA,336
KAMARA,70.7
KAMARA,4.6
MAU,55
SINENDET,11
MAU SUMMIT,69.5
KOIGE,19.5
MAU SUMMIT,29.9
SARAMBEI,20.1
NYOTA,75.4
LANGWENDA,30.1
NYOTA,27.5
OLBUMBU,17.8
SIRIKWA,63.3
SETKOTES,24.7
SIRIKWA,38.6
TEMOYETTA,57.2
CHEPTAGUM,17.7
IKUMBI,21.9
MURGIYENY,17.5
KURESOI,226.6
MKULIMA,37.6
LULUKWET,18.1
MAWINGU,19.4
TULWET,48.3
SOLIAT,28.5
TULWET,19.8
KIPTORORO,87.4
CHEMARE,64.9
CHEMATICH,22.5
KURESOI,53.5
KIPKEWA,18.3
KONGOI,20.5
KURESOI,14.6
MAU FOREST,55.4
MAU FOREST,55.4
MAU FOREST,55.4
KURESOI SOUTH,590.7
KERINGET,368.5
CHEBARAA,25
BARAGET,13.3
CHEBARA,11.7
CHEMANER,37.2
CHEMANER,15.2
CHEPALUNGU,22
KAPSIMBEIWO,23.1
KAPSIMBEIWO,23.1
KERINGET,76.8
KERINGET,15.8
MILIMET,44.1
SIWOT,16.9
KIPSONOI,22.3
KIPSONOI,9.9
TEGAT,12.4
SILIBWET,28.9
RIBOT,12.1
SILIBWET,16.8
TINET,155.4
KAPNANDA,93.6
TINET,61.8
OLENGURUONE,222.1
AMALO,35.4
AMALO,19.9
KIPTARAGON,15.5
CHEPTUECH,19
CHEPTUECH,11.4
IRONGO,7.6
EMITIK,18.4
EMITIK,9.7
KABUNGUNOT,8.7
KAPLAMAI,45.9
CHEPAKUNDI,23.2
KAPLAMAI,22.7
KIPTAGICH,83.1
ARORWET,43.6
CHEBOTOI,11.1
KIPTAGICH,28.3
SINENDET,20.4
AINAMOI,7.5
KOISEGUT,5
SINENDET,7.9
MOLO,483.2
ELBURGON,327.4
ARIMI,29.4
ARIMI,13.6
TEGAT,15.8
ELBURGON,32.6
ELBURGON,6.2
KAPSITA,26.4
MARIASHONI,186.1
KIPTUNGA,146.4
KITIRO,20.6
MARIASHONI,19.1
MUTAMAIYU,21.6
MUTAMAIYU,13.9
NDIMU,7.8
NDOSWA,57.7
KAPCHOLOLA,16.4
LAWINA,31
NDOSWA,10.3
MOLO CENTRAL,45.8
MATUMAINI,9.9
MATUMAINI,4
MICHINA,6
MOLO,8.9
MOLO,5.5
MUNJU,3.4
TAYARI,27
KIBUNJA,22.2
TAYARI,4.8
SACHANGWAN,21.2
KABIANGA,9.9
CHESOEN,3.1
KABIANGA,6.8
MUKINYAI,5.3
MIGAA,1
MUKINYAI,4.2
SACHANGWAN,6
SACHANGWAN,3.1
SOIN,2.9
TURI,88.8
CHANDERA,39.8
CHANDERA,17.6
KIRANGI,22.2
KIAMBIRIRIA,29.5
KIAMBIRIRIA,15.1
MONA,14.4
TURI,19.5
MICHATHA,8.6
TURI,10.9
NAIVASHA,"1,958.40"
KONGONI,370.5
MAIELLA,131.1
KONGONI,57.7
MAIELLA,73.4
MOINDABI,81.9
KIPKONYO,49.2
MOINDABI,32.6
NDABIBI,157.5
NDABIBI,157.5
MAAI MAHIU,595.9
LONGONOT,154.4
LONGONOT,121.5
MUNYU,32.9
MAAI MAHIU,441.6
KIJABE,106.8
SATELITE,334.8
NAIVASHA,424.9
HELLS GATE,424.9
MIRERA,151.7
OLKARIA,273.2
NAIVASHA CENTRAL,402.3
KARATI,104.3
GATAMAIYU,67.4
KARATI,36.8
KINUNGI,42.5
MARAIGUSHU,42.5
LAKEVIEW,14.7
LAKEVIEW,14.7
MALEWA,128.7
TARAMBETE,128.7
NAIVASHA EAST,68.2
KINAMBA,37.4
MUNUNGA,30.7
NAIVASHA TOWN,44
KABATI,13.9
SOKONI,30
LAKE NAIVASHA,164.7
LAKE NAIVASHA,164.7
LAKE NAIVASHA,164.7
NAKURU EAST,230.9
LAKEVIEW,3.9
KIVUMBINI,2.2
KIVUMBINI,1
MANYANI,1.2
LANGALANGA,1.8
LAKEVIEW,0.8
LANGALANGA,0.9
LANET,37.3
FREE AREA,9.5
FREE AREA,2.5
MENENGAI,4.7
MOUNTAIN VIEW,2.3
KIRATINA,4
KIONDO,3.1
KIRATINA,1
LANET,23.8
LION HILL,5.7
MUGUGA,8.2
MWARIKI 'B',9.9
MUNICIPALITY,5.7
BONDENI,2.5
AFRAHA,1.9
BAHARINI,0.6
CENTRAL,3.2
BIASHARA,1.1
KABACHIA,2.1
LAKE NAKURU NATIONAL PARK,184
LAKE NAKURU NATIONAL PARK,184
LAKE NAKURU NATIONAL PARK,184
NAKURU NORTH,387.3
BAHATI,206
BAHATI,40.7
BAHATI,3.1
BIBIRIONI,17.5
CHANIA,20.1
KIRIMA,29.5
KIRIMA,21.1
WANYORORO,8.4
MUTUKANIO,77.4
KARUNGA,5.7
LAND MAWE,65.4
MUTUKANIO,6.3
NDUNGIRI,58.4
NDUNGIRI,40.3
OL BONATA,18.2
DUNDORI,105.1
DUNDORI,24.1
DUNDORI,2.8
MUGUMO,21.3
GITHIORO,44.5
GIACHON'GE,4.7
GITHIORO,31.2
MUGWATHI,8.6
LANET UMOJA,18.8
KIAMUNYEKI,6.7
MURUNYU,7.9
UMOJA,4.2
MERERONI,17.7
NDIMU NDEGE,13.3
NYONJORO,4.5
KIAMAINA,76.3
KABATINI,13.7
KABATINI,6
MWAKI MUGI,7.7
KIAMAINA,11
GITUAMBA,6.5
KIAMAINA,4.5
RURII,12.9
MENENGAI,4.8
RURII,5.4
WORKERS,2.8
THAYU,38.7
THAYU,11.4
WENDO,27.3
NAKURU WEST,71.9
BARUT,39.7
BARUT,15.5
BARUT,2.8
KELELWET,7
KIPSIMBOL,2.6
PARKVIEW,1.9
SOIMET,1.1
INGOBOR,18.3
INGOBOR,14.4
LALWET,3.9
KAPKURES,5.8
KAPKURES,4.2
MOGOON,1.6
KAPTEMBWO,12.6
KAPTEMBWO,5
KAPTEMBWO,1
TECHNOLOGY,4
MWARIKI A,2.1
GAME VIEW,1.6
MWARIKI A,0.5
RONDA,3.1
HESHIMA,1.3
RONDA,1.8
SHAABAB,2.4
GITHIMA,1.1
KENLANDS,1.2
VIWANDA,19.6
MILIMANI,9.5
MILIMANI,5.4
RAILWAYS,4.1
VIWANDA,10.1
LONDON,5.7
SOILO,2
VIWANDA,2.4
NJORO,699.5
KIHINGO,37.7
KIHINGO,26.1
KIHINGO,16.9
SUBUKU,9.2
LUSIRU,11.6
LUSIRU,5.8
MUGUMO-INI,5.8
LARE,136.6
BAGARIA,23.2
BAGARIA,14.1
KILO,9.1
GICHOBO,26.1
GICHOBO,10.5
SINENDET,15.7
KIANJOYA,12.3
KIANJOYA,8
MAHIGA,4.3
KIRIRI,20
NDULELE,9.5
NGANOINI,10.5
LARE,9.6
LARE,1.1
NGURIGA,8.6
MAJIMOTO,13.8
KAPYEMIT,7.2
MILIMANI,6.6
NAISHI,31.5
MUTHIGA,10.2
NAISHI,8.7
PWANI,12.7
MAU NAROK,163.5
LIKIA,17.1
LIKIA,4.1
NYANDIMU,13
MAU-NAROK,46.1
GATIMU,20.3
SIAPEI,25.8
MWISHO WA LAMI,70.3
MWISHO WA LAMI,28.1
TIPIS,42.2
SURURU,29.9
KIPTULEL,20.9
SEGUTIET,9.1
MAUCHE,159.3
KAPKEMBU,51.6
CHEBITET,25.7
KAPKEMBU,25.8
MAUCHE,42.7
MAUCHE,12.4
TACHASIS,30.3
TERET,42.6
LELECHWET,16.4
TERET,26.2
TUIYOTICH,22.5
LOITEPES,10.2
MOSOP,5.1
SIRIAT,7.1
NJORO,202.4
LOWER PIAVE,18.2
KAHUHO,8.4
SUBUKU,5.2
MIGAA,4.5
MUKUNGUGU,13.2
NJOKERIO,13.2
NESSUIT,83.2
MISIPEI,17.8
MUKUNGUGU,3.3
NESSUIT,43.7
SIGOTIK,18.4
NJORO,53.3
JEWATHU,6
NJORO,47.2
UPPER PIAVE,34.5
KIKAPU,23.6
PIAVE,10.9
RONGAI,988.1
KAMPI YA MOTO,355.2
BANITA,86.4
KOKWOMOI,43.7
MAJANI MINGI,42.7
KAMPI YA MOTO,44.9
KAMPI YA MOTO,11.3
KAPSETEK,33.5
MAKONGENI,94
ATHINAI,38.3
LOMOLO,55.7
MAKUTANO,61.1
MAKUTANO,32.7
MOROP,28.3
OLRONGAI,68.8
BARINA,19.4
MENENGAI,49.4
NGATA,188
KIAMUNYI,48.1
MERCY NJERI,40.2
OLIVE INN,7.9
MENENGAI,55.4
KAMUNGEI,13.3
MANGrgOU,42.1
NGATA,42.2
KIROBON,23
NGATA,19.2
OGILGEI,42.2
MILLIMANI,29.5
OGILGEI,12.8
RONGAI,261.9
BOROR,31.4
CHEPSEON,15.3
MATUIKU,16.1
LENGENET,76.4
LENGENET,55.6
MORICHO,20.8
RONGAI,58.8
GICHEHA,35.4
UMOJA,23.4
SUMEEK,28.8
MIMWAITA,12.3
SUMEEK,16.4
VISOI,66.5
KANDUTURA,22.3
KAPKWEN,44.2
SOLAI,183
MAJI TAMU,40.5
CHEMASIS,22.2
EMARANGISHU,18.2
RUIYOBEI,71.1
ARUSTO,30.2
LOWER SOLAI,40.8
SOLAI,71.5
ARUTANI,27
NYADUNDO,35.2
RUIRU,9.3
SUBUKIA,401.5
KABAZI,85.9
KABAZI,49.6
BARAKA,19.4
GITURA,4.5
KABAZI,10.4
RUGONGO,15.3
MUNANDA,36.3
EDGEWOOD,10.4
MAGOMANO,14.6
MUNANDA,11.2
MBOGOINI,194.6
LARI,34
LARI,12.7
MARANA,21.2
MWITEITHIA,90.3
GITUNDAGA,34.9
KOISAMO,55.5
OLMANYATTA,31.9
OGILGEI,11.6
SIMBOIYON,11.6
